S_No,S_Code
11872,SL-GDA
11873,SL-IKT
11874,SL-BNA
11875,SL-KGW
11876,SL-PLT
11877,SL-MHN
11878,SL-MHJ
11879,SL-SAL
11880,SL-PHW
11881,SL-MEM
11882,SL-PON
11883,SL-EKM
11884,SL-VNA
11885,SL-OMT
11886,SL-TDK
11887,SL-RGA
11888,SL-ABN
11889,SL-GLM
11890,SL-SGM
11891,SL-TBM
11892,SL-TLA
11893,SL-SRP
11894,SL-APT
11895,SL-ANP
11896,GGGS
11897,KUMT
11898,NNHT
11899,YY-PSKT
11900,SL-MTR
11901,SL-KUG
11902,SL-UNW
11903,SL-TLP
11904,SL-HBD
11905,SL-KOG
11906,SL-KTL
11907,SL-ANM
11908,SL-MED
11909,SL-KMB
11910,SL-WLM
11911,SL-MIS
11912,SL-PLR
11913,SL-KMG
11914,SL-WLG
11915,SL-BLA
11916,GNJB
11917,VPDP
11918,LPK
11919,SL-PNV
11920,SL-JLA
11921,SL-CAK
11922,ARCOT
11923,MR-TAMUU
11924,MR-TAMUH
11925,MOREH
11926,XX-SHP
11927,XX-MJN
11928,XX-SKN
11929,XX-KTN
11930,XX-SNG
11931,XX-DRI
11932,XX-GLR
11933,XX-GCR
11934,GKJ2
11935,GUP2
11936,BGBI
11937,BLPA
11938,CHAA
11939,ALMG
11940,BCMR
11941,SILLE
11942,RAMI
11943,TRMNI
11944,KMPRA
11945,SL-PRL
11946,SL-KAN
11947,SL-KAW
11948,SL-TUD
11949,SL-KUD
11950,SL-AWP
11951,SL-LGM
11952,SL-SED
11953,SL-IPZ
11954,SL-KTK
11955,SL-KUR
11956,SL-NGB
11957,SL-WKL
11958,SL-KCH
11959,SL-KAT
11960,SL-BLT
11961,SL-BSA
11962,SL-LWL
11963,SL-TDR
11964,SL-NAT
11965,SL-WHP
11966,SL-KWW
11967,SL-NPK
11968,SL-MDP
11969,SL-KYA
11970,SL-CHL
11971,SL-SWR
11972,SL-BGY
11973,SL-PCK
11974,SL-MNG
11975,SL-AKT
11976,SL-BOA
11977,SL-MNL
11978,SL-MGE
11979,SL-MKI
11980,SL-PVI
11981,SL-PTM
11982,SL-KPL
11983,SL-NOR
11984,SAILS
11985,XX-SCB
11986,SANKW
11987,IOCLS
11988,XX-DDBC
11989,DMFS
11990,MCSC
11991,ISHN
11992,RAPU
11993,MWAI
11994,SKNP
11995,KHGP
11996,TILA
11997,BSRI
11998,DAYG
11999,BTSS
12000,XX-BWDA
12001,BWDB
12002,PAZHN
12003,PAZHT
12004,MTPPS
12005,CHKTR
12006,VIRUD
12007,CCTPS
12008,KUJU
12009,MNDU
12010,CHRI
12011,BES
12012,AJLS
12013,SGUJ-DLSS
12014,XX-MGAC
12015,XX-ASKC
12016,LATH
12017,LTKR
12018,BHMW
12019,ISRI
12020,BUTN
12021,KHDR
12022,RBHR
12023,MOHR
12024,BRNI
12025,XX-PBEC
12026,NAYAR
12027,XX-GIMB
12028,CIM
12030,SPYD
12031,JQSG
12032,NMGS
12033,DEOLI
12034,BHIDI
12035,KALMB
12036,UMKED
12037,ARDHP
12039,XX-GIMO
12040,DVRD
12041,VSRD
12042,MDAR
12043,XX-RUSC
12044,XX-RTPC
12045,XX-WWC
12046,XX-KSRC
12047,TGR1
12048,XX-KSRB
12049,MRTD
12050,LKKR
12051,ARMU
12052,MIDP
12053,KKMP
12054,KRLA
12055,MTPI
12056,KYN-ELS
12057,XX-RDMB
12058,XX-RDMC
12059,XX-DTVC
12060,ALAT
12061,KIGL
12063,STKNA
12064,LHGRA
12065,HRBNG
12066,CHKRA
12067,DUHZA
12068,XX-RKSN
12069,KALAK
12070,KLAKI
12071,REASI
12072,SNGDN
12073,NCLNA
12074,SL-BCO
12075,SL-TCO
12076,SL-  MTL
12077,YY
12078,KLLF
12079,XX-NTSB
12080,KAHL
12081,BPUR
12082,SIPI
12083,KAPU
12084,BUJA
12085,BDGU
12086,XX-ROUC
12087,SL-KHA
12088,SL-GEY
12089,SL-GPL
12090,SL-TBL
12091,SL-ULP
12092,SL-NVP
12093,SL-INO
12094,SL-MTL
12095,SL-TDY
12096,SL-UKL
12097,SL-PTP
12098,SL-WGA
12099,SL-UDL
12100,SL-KTG
12101,SL-MYA
12102,SL-KDT
12103,SL-SUA
12104,SL-EVR
12105,SL-KKH
12106,SL-DPM
12107,SL-VML
12108,SL-VCH
12109,SL-KDN
12110,SL-PNI
12111,PDMI
12112,VGDC
12113,XX-DOZC
12114,JOKT
12115,RSD
12116,GODA
12117,PCHN
12118,CLAS
12119,HISE
12120,BGNR
12121,NRLN
12122,TASA
12123,SOLR
12124,XX-DOZO
12125,GY-DLS
12126,XX-NGPC
12127,MZRN
12128,XX-CKTA
12129,XX-BNDB
12130,XX-BNDC
12131,XX-AIB
12132,YPRBC
12133,ACCI
12134,SIDP
12135,XX-YRPM
12136,XX-YRPL
12137,XX-YRPB
12138,XX-BTIO
12139,XX-BTIBC
12140,XX-KZWB
12141,DHRCR
12142,AYVN
12143,XX-KZWO
12144,BODG
12145,XX-BTICO
12146,JNCV
12147,XX-MIXB
12148,XX-JULC
12149,XX-HGB
12150,XX-HGO
12151,XX-ANNB
12152,XX-ANNO
12153,XX-DKZO
12154,XX-AWRB
12155,XX-AWRC
12156,MRKL
12157,JKAR
12158,AKSP
12159,VNGP
12160,XX-BTEO
12161,XX-BTEC
12162,YYNGPI
12163,XX-QTRACK
12164,XX-DSAO
12165,MBBC
12166,CKBK
12167,JBGD
12168,GGVT
12169,XX-ARGO
12170,BORT
12171,XX-QLNC
12172,JSWD
12173,NYDO
12174,THTW
12175,JSLE
12176,AQ
12177,XX-NGPA
12178,NGPC
12179,XX-NGPY
12180,XX-NGPF
12181,XX-NGPH
12182,NGPD
12183,XX-MQTRACK
12184,XX-RPWC
12185,XX-RPEC
12186,KRYP
12187,XX-TLHB
12188,BVAR
12189,DPLI
12190,SUAL
12191,XX-TLEB
12192,XX-TLEC
12193,CNKH
12194,XX-GSNY
12195,NEYT
12196,XX-KDPO
12197,XX-AWRO
12198,KJDI
12199,SIKI
12200,KKMI
12201,HESK
12202,ACOI
12203,BOKA
12204,XX-BSBB
12205,XX-CRPB
12206,XX-CRPC
12207,XX-JNNB
12208,XX-GRBO
12209,XX-VGO
12210,XX-ANNC
12211,XX-DECW
12212,WHPC
12213,XX-TMKO
12214,URKM
12215,UKEC
12216,XX-BGKC
12217,XX-SLNC
12218,XX-RKMO
12219,XX-KMZO
12220,XX-NPTB
12221,XX-SUIC
12222,XX-PNQO
12223,XX-JSPO
12224,XX-KNLB
12225,XX-KGPO
12226,JNPD
12227,XX-UBLO
12228,AUAB
12229,XX-TPEO
12230,XX-MCJO
12231,JNPT
12232,XX-DBSO
12233,XX-YPRO
12234,XX-KJMO
12235,XX-UJNO
12236,PBAP
12237,GGNP
12238,RGCR
12239,XX-ERNO
12240,XX-NYNO
12241,NUGN
12242,DSPLL
12243,BUGDA
12244,BNGCA
12245,ADNGR
12246,CHRCK
12247,PRNTK
12248,CMPPR
12249,BOUDH
12250,PTRA
12251,TDE
12252,XX-MAJO
12254,DADN
12255,XX-NDLB
12256,PTKN
12257,XX-NKJB
12258,XX-JMOA
12259,XX-JMOC
12260,XX-JMOB
12262,BPHI
12263,RAAS
12264,XX-AIIB
12265,XX-AIIO
12266,DDDM
12267,XX-BHRO
12268,XX-REO
12269,XX-SJVB
12270,XX-NLRO
12271,HBB
12272,XX-RCO
12273,XX-JUCO
12274,XX-NFKO
12275,XX-GROO
12276,XX-TKOB
12277,XX-RRBO
12278,XXXX
12279,KDKC
12280,BSDN
12281,XX-RTGO
12282,CSMT
12283,XX-LPIO
12284,XX-GDO
12285,XX-KLUO
12286,XX-VMO
12287,XX-PYIO
12288,BDKD
12289,XX-IAAO
12290,SSNT
12292,DPDH
12293,MMCT
12294,NKCA
12295,NKCR
12296,LKCB
12297,KTG
12298,RBCE
12299,KMPU
12300,KUKT
12302,NADI
12303,SLNK
12304,MUGI
12305,HIKD
12306,KTAI
12307,SKDG
12308,SJHG
12309,BQSP
12310,GIG
12311,JGPM
12312,MTBH
12313,KLNB
12314,PBHD
12315,SFMU
12316,BRBGH
12317,MTSI
12319,DGBH
12320,SBIB
12321,SRAYA
12322,HPIL
12323,PCDR
12324,YY-MNKD
12325,XX-AMLNR
12326,NAHT
12327,MGH
12328,LMH
12329,AMDC
12330,WLGC
12331,VTPR
12332,DBRG
12333,BNPR
12334,KSMDI
12335,FTPRH
12336,AMNPR
12337,TGDGI
12338,KRNDG
12339,BLSPH
12340,SOX
12341,BRF
12342,PTY
12343,SANI
12344,DLCB
12345,DBMK
12346,XX-CNAO
12347,KHRUN
12348,AMAN
12349,ABRV
12350,PLRD
12351,VSHI
12352,DOBH
12353,KTWRA
12354,XX-DIGHE
12355,FPAW
12356,HRLI
12357,BUMH
12358,JSPC
12359,SHRN
12360,DTAP
12361,IMAM
12362,NWOC
12363,ALOLI
12364,MEHAM
12365,BPTP
12366,KHNTL
12367,BMNWS
12368,PPALI
12369,KRTLI
12370,TLWRA
12371,GVNGH
12372,BTHNI
12373,KDJB
12374,PLBS
12375,SVPO
12376,HEHAL
12377,DRDAG
12378,JJTI
12379,HUDU
12380,MAHI
12381,HUFP
12382,LLJP
12383,PAROO
12384,SHBGJ
12385,DERIA
12386,GTHT
12387,PYK
12388,RIBP
12389,SSHT
12390,BNPH
12391,BGHT
12392,SHIH
12393,BPMH
12394,CHPA
12395,KETI
12396,GJWL
12397,NGRH
12398,NR-LHPT
12399,HRSDI
12400,ARRAJ
12401,KSRYA
12402,SISWA
12403,MWL
12404,SDDPT
12405,SRCLA
12406,VMLWD
12407,BNPLI
12408,NANH
12409,NR-BRDS
12410,EKNR
12411,JAPN
12412,LEHJK
12413,CHMG
12414,SSJMP
12415,NEPRA
12416,MTMP
12417,BNDG
12418,AAGH
12419,RWGHT
12420,NRNPR
12421,KNDGN
12422,NR-INRWA
12423,BAGMA
12424,NR-BNGCY
12425,JGNCY
12426,NCRM
12427,IRNGR
12428,KDKLA
12429,LKDRM
12430,DUDDA
12431,GRLND
12432,CHLNG
12433,WEDRA
12434,CIRL
12435,ICBN
12436,KHTPS
12437,KSLK
12438,BZAY
12439,BPII
12440,RJUA
12441,BP1
12442,CPCS
12443,KMLJ
12444,BIRT
12445,XX-BAYL
12446,SHMPR
12447,NSGRH
12448,RJGRH
12449,KLCPR
12450,AKLRA
12451,BHJPR
12452,STPB
12453,XX-BDWO
12454,XX-BDWB
12455,HNWG
12456,MLMI
12457,VNPN
12458,KTGG
12459,SRNM
12460,DDWNA
12461,NGRWT
12462,BNYNA
12463,AKSMP
12464,LLSOT
12465,MNDWR
12466,BINRI
12467,PSSS
12468,JOBAT
12469,RMPCL
12470,SPWI
12471,BHELD
12472,GRKHA
12473,KASA
12474,WAAD
12475,UDKLN
12476,BKPL
12477,KLTHN
12478,BADYA
12479,BHPI
12480,SNKHN
12481,PYHT
12482,MLMDR
12483,JAMOD
12484,BKTW
12485,BIEC
12486,HEOC
12487,UKWC
12488,SHIT
12489,BSBH
12490,SRGD
12491,BGHWR
12492,LKPUR
12493,KIBH
12494,XX-BRYOC
12495,KSTGI
12496,TALKL
12497,KUKNR
12498,YLBGA
12499,SILPR
12500,RMNKN
12501,CHRHT
12502,JHALR
12503,DEOSR
12504,KARHI
12505,BRTHA
12506,NAGOD
12507,DVNGR
12508,XX-STAB
12509,STPRA
12510,MARDA
12511,XX-FBB
12512,SRRA
12513,NAXAL
12514,GOPNA
12515,KLPSH
12516,SAMAL
12517,PRBIL
12518,KHMAR
12519,JHTBH
12520,JHMND
12521,SNPUR
12522,PRJNG
12523,MKTPS
12524,KMKNR
12525,DBURI
12526,SKNDA
12527,BHUBN
12528,RNGMT
12529,TNGRA
12530,SNDHR
12531,JWLGR
12532,HRKTN
12533,MANVI
12534,NRMNV
12535,KLLUR
12536,KUMU
12537,ARPI
12538,MGPR
12539,NKRKL
12540,DARSI
12541,KUHM
12542,KNKGT
12543,VLPNT
12544,PDWA
12545,CASK
12546,YADWD
12547,MUDHL
12548,SHNPR
12549,LXMPR
12550,PRNHL
12551,BSTPR
12552,JMKRD
12553,TERDL
12554,SAGOR
12555,GUNWD
12556,PITOL
12557,SRDPR
12558,YNRK
12559,KMLNG
12560,BSNPR
12561,KMTHN
12562,BDRW
12563,BDLS
12564,JTHR
12565,MBAH
12566,AKB
12567,MAGN
12568,BEMU-H
12569,BAGDM
12570,BIRNO
12571,JGRPR
12572,GPSL
12573,KTGE
12574,KMBDR
12575,SVNI
12576,THCN
12577,BHABP
12578,MKMDN
12579,KHRKH
12580,BHLBA
12581,DDCL
12582,BUKR
12583,DHRMJ
12584,GGDA
12585,CHHAL
12586,GURDA
12587,KDMKL
12588,KCHP
12589,DCSD
12590,CHGA
12591,DDU
12592,VY
12593,NRHTH
12594,LNDHH
12595,TGHP
12596,BPCL
12597,RGSR
12598,PVGD
12599,MAKA
12600,MDGI
12601,SLIA
12602,GNQC
12603,HIRYR
12604,SIRAA
12605,HRSG
12606,LNGBD
12607,GUDDR
12608,JMPRD
12609,BANGL
12610,LNGSR
12611,HNHLI
12612,GRGTA
12613,KEKRA
12614,DEVPR
12615,SHRPR
12616,SHHPR
12617,SIRWL
12618,BRLBZ
12619,NRBLI
12620,MNATU
12621,BNGKL
12622,BPNPL
12623,JAKA
12624,GHTLI
12625,KDAA
12626,NDNR
12627,CHKHR
12628,MFSJ
12629,LIKA
12630,KOBL
12631,BRBC
12632,RTMN
12633,BBNH
12634,CNJW
12635,CHAP
12636,URUK
12637,TMRJH
12638,PLVHL
12639,DDHI
12640,PTMPR
12641,HBBLU
12642,RHAS
12643,WDWNI
12644,GTSWL
12645,MAUJS
12646,KMPS
12647,KTTM
12648,KLBG
12649,NPKRP
12650,BTTU
12651,KUNSI
12652,MGNUR
12653,MKTHL
12654,VCSV
12655,KOVD
12656,XX-TTLX
12657,XX-TTLL
12658,XX-JSGE
12659,XX-JSGO
12660,XX-NRYC
12661,JTAHA
12662,CDKLI
12663,SIDG
12664,RJMPL
12665,MLVRM
12666,PODLI
12667,KNGRI
12668,BLIPL
12669,PAMUR
12670,NRMRL
12671,GLVPL
12672,RVPDU
12673,VNJMR
12674,ATMKR
12675,XX-BEPB
12676,PNKD
12677,KUTA
12678,TJSP
12679,ANGDU
12680,BMSGR
12681,SRGRC
12682,SBDR
12683,BKHA
12684,AMNWN
12685,CNDRG
12686,STPLI
12687,BVNPL
12688,TTPH
12689,NHLC
12690,BR-CHPT
12691,BR-CHDI
12692,BR-CHBG
12693,BR-GOBR
12694,BR-BRSI
12695,PNBLI
12696,STMPT
12697,MSBH
12698,AMBH
12699,ZDN
12700,DLS-ROZA
12701,CBBH
12702,UMBY
12703,CROP
12704,FRGND
12705,CBDNR
12706,SCSK
12707,PSNG
12708,JSWB
12709,DNGWN
12710,DNGMH
12711,WYCW
12712,TKWDI
12713,NGAPR
12714,SRSLA
12715,JWALA
12716,TELGN
12717,RAIMH
12718,KINHI
12719,BAVI
12720,JTNDR
12721,TLGAN
12722,RJURI
12723,EGNWD
12724,NLNI
12725,NPGRL
12726,AIMGL
12727,MTKRK
12728,ANSDR
12729,TVRKR
12730,CKNHL
12731,JGHLI
12732,YY-BAYC
12733,SNGDP
12734,BNPI
12735,TDOKI
12736,ZL
12737,WGH
12738,NSS
12739,NR-LBNDI
12740,XX-ICF
12741,NRL-DLS
12742,NSTPY
12743,KOT BUDHA
12744,KHMRG
12745,FRZGD
12746,SCHTC
12747,BHDNG
12748,NRDMT
12749,XX-JKEC
12750,XX-JKEB
12751,LKSMR
12752,CHINC
12753,RAZOL
12754,JGNPT
12755,PRLPD
12756,PERUR
12757,AMLPR
12758,MAGAM
12759,GGWA
12760,VLKLU
12761,HACHN
12762,JMPW
12763,ADAW
12764,YY-THIDI
12765,YY-GDSPR
12766,YY-BNSRA
12767,BPQX
12768,DDCC
12769,CHLI
12770,KULA
12771,GNBA
12772,MGLAP
12773,BNSWR
12774,KRPN
12775,MRJN
12776,KDVI
12777,KLBN
12778,NDHLI
12779,STDI
12780,NDHLE
12781,UPRD
12782,FSTP
12783,NBXLE
12784,INDPR
12785,KHTRA
12786,SUPUR
12787,GHTAL
12788,MSB2
12789,LNLA
12790,XX-MTMB
12791,XX-MTMC
12792,SIHI
12793,KMNA
12794,IBTB
12795,BHRJR
12796,PHLWR
12797,XX-BGPC
12798,XX-BGPB
12799,DLS-ERS
12800,NSPN
12801,PUNA
12802,XX-AJIC
12803,MFCK
12804,XX-CHRB
12805,GORBL
12806,XX-TORB
12807,KTTW
12808,ICGH
12809,SN2
12810,FPMP
12811,MTKHR
12812,ARKV
12813,PNVA
12814,LPNC
12815,IZNS
12816,RWF
12817,RPM-ELS
12818,XX-UBLB
12819,PKPK
12820,BLPRH
12821,MANLI
12822,XX-PBMB
12823,KLVC
12824,KALADI
12825,KLADI
12826,KBCB
12827,SMVB
12828,XX-UBLW
12829,BPPS
12830,SURX
12831,KJM-DLS
12832,BELUR
12833,SDHS
12834,HPLX
12835,MRJX
12836,HTZ1
12837,BWNU
12838,BLEY
12839,FOCS
12840,YY-GDGC
12841,XX-GDGB
12842,NBMGN
12843,BCHT
12844,XX-WB
12845,XX-GCTB
12846,SONWL
12847,SDDN
12848,NMPY
12849,MCCM
12850,KIAD
12851,PCOI
12852,PRYJ
12853,PRRB
12854,PYGS
12855,SSKI
12856,JLPH
12857,APKH
12858,MDNPL
12859,CDMPL
12860,KDVRU
12861,MNKIH
12862,KDHLI
12863,KDHLL
12864,MDGHT
12865,MLBGL
12866,BHMPA
12867,KHTPR
12868,YY-BONC
12869,ILMBD
12870,NCTPA
12871,MKSDR
12872,NGKDA
12873,KRNGJ
12874,BNRN
12875,BR-DSRA
12876,BR-TDNA
12877,BR-RUGR
12878,BR-DUBA
12879,BR-TNBD
12880,BR-CHNA
12881,BR-KSPR
12882,BR-BDHT
12883,MATD
12884,XX-SDLC
12885,YY-SDLB
12886,XX-NRKC
12887,YY-NRKB
12888,JDHH
12889,YY-GYB
12890,XX-GYC
12891,XX-DDC
12892,BSBS
12893,YADD
12894,ANMP
12895,SNGHL
12896,DKMN
12897,SNOKH
12898,PR-SDR
12899,PR-MDK
12900,PR-SDQ
12901,PR-KAM
12902,PR-EMDB
12903,PR-TSE
12904,PR-GRW
12905,PR-GRWC
12906,PR-GKR
12907,PR-DUX
12908,PR-NZD
12909,PR-WZD
12910,PR-GRT
12911,PR-LLM
12912,PR-CPI
12913,PR-KRNC
12914,PR-KRN
12915,DKLG
12916,MORY
12917,TKWA
12918,GDWR
12919,ACRN
12920,BNJH
12921,KHNDA
12922,PDMBL
12923,RKMP
12924,AYC
12925,XX-MLB
12926,MHBD
12927,TDRP
12928,NDAM
12929,GBPM
12930,XX-LOD
12931,XX-FTD
12932,XX-PBMJ
12933,RLPL
12934,GNWA
12935,GRLC
12936,JYS
